credit_id,talent_id,fictional_client_id,production_title,production_type,role,start_date,end_date,city,country,contract_status,number_of_performances,contract_value_usd,rehearsal_attendance_rate,director_rating,technical_readiness_score,safety_compliance_score,incident_recorded,incident_severity,rehire_eligible,early_termination_party,early_termination_reason,skills_used,director_feedback
CRD-00944,TAL-0497,CLI-0009,Open-source actuating collaboration Spectacle,Festival Headline Production,SFX Technician,2025-11-14,2026-05-07,Delhi,India,Completed,6,104069.03,0.9553,4.97,84.1,99.6,False,None,True,,,Show Control|Special Effects|CO2 Effects|Water Effects,Performance met expectations with minor consistency notes.
CRD-00945,TAL-0149,CLI-0081,Devolved dedicated Graphical User Interface Spectacle,Themed Entertainment Spectacle,Puppeteer,2025-11-13,2025-12-24,Macau,Macau,Completed,15,34008.25,0.8856,4.8,77.1,94.8,False,None,False,,,Character Interpretation|Prop Handling|Parade Performance|Rod Puppetry,High-quality contribution with positive ensemble behaviour.
CRD-00946,TAL-0340,CLI-0003,Open-source non-volatile knowledgebase Experience,Resident Aquatic Show,Acrobatic Performer,2025-09-17,2026-02-11,Mumbai,India,Completed,105,51713.95,0.9642,4.16,80.3,89.9,False,None,True,,,Ensemble Timing|Acrobatic Partnering|Teeterboard,Strong rehearsal discipline and dependable show execution.
CRD-00947,TAL-0161,CLI-0061,Digitized foreground structure Show,Integrated Resort Show,Aerial Artist,2022-02-28,2022-03-16,Las Vegas,United States,Completed,16,9517.57,0.9446,4.15,95.4,100.0,False,None,True,,,Rigging Awareness|Aerial Conditioning|Flying Systems|Flying Harness|Aerial Silks,Adapted quickly to creative notes and technical changes.
CRD-00948,TAL-0135,CLI-0044,Enterprise-wide zero-defect artificial intelligence Experience,Resident Aquatic Show,Aquatic Performer,2024-05-17,2024-07-24,Seoul,South Korea,Completed,67,17638.21,0.9877,4.11,96.2,100.0,False,None,False,,,Water Choreography|Diving|Aquatic Rescue,Reliable under pressure and recommended for future productions.
CRD-00949,TAL-0388,CLI-0124,Pre-emptive full-range product Spectacle,Themed Entertainment Spectacle,Acrobatic Performer,2026-04-19,2026-05-22,Singapore,Singapore,Completed,18,17313.81,0.9909,4.91,81.5,99.7,False,None,True,,,Ensemble Timing|Harness Work|Safety Spotting|Tumbling,High-quality contribution with positive ensemble behaviour.
CRD-00950,TAL-0005,CLI-0135,Enhanced foreground productivity Experience,Large-Scale Parade,Trampoline Artist,2024-07-02,2024-09-10,Buenos Aires,Argentina,Completed,9,23575.72,0.9586,3.71,84.1,99.4,False,None,False,,,Improvisation|Safety Spotting|Landing Technique|Tumbling|Ensemble Timing|Trampoline,High-quality contribution with positive ensemble behaviour.
CRD-00951,TAL-0384,CLI-0093,Centralized 24hour knowledge user Show,Outdoor Multimedia Spectacle,Musician,2024-09-25,2025-03-04,London,United Kingdom,Completed,2,55075.09,0.9725,3.9,93.2,95.3,False,None,False,,,In-Ear Monitoring|Night Rehearsals|Click Track|Improvisation,Technically capable but required additional rehearsal support.
CRD-00952,TAL-0239,CLI-0142,Grass-roots demand-driven task-force Parade,Opening Ceremony,Bungee Performer,2024-06-17,2024-11-29,Montreal,Canada,Completed,2,90377.26,0.9711,4.41,100.0,98.7,False,None,True,,,Harness Work|Height Safety|Diving|Underwater Performance|Aerial Timing,Performance met expectations with minor consistency notes.
CRD-00953,TAL-0497,CLI-0149,Vision-oriented composite orchestration Experience,Outdoor Multimedia Spectacle,SFX Technician,2023-08-25,2024-01-10,Tokyo,Japan,Completed,8,92989.57,0.9935,4.26,85.8,100.0,False,None,True,,,Risk Assessment|Water Effects|Confetti Systems|CO2 Effects|Show Control|Special Effects,Reliable under pressure and recommended for future productions.
CRD-00954,TAL-0165,CLI-0158,Virtual cohesive matrix Ceremony,Large-Scale Parade,Trampoline Artist,2022-02-17,2022-03-14,Sydney,Australia,Completed,21,8168.45,0.8961,4.8,98.9,95.6,False,None,False,,,Ensemble Timing|Landing Technique|Harness Familiarity|Trampoline,Reliable under pressure and recommended for future productions.
CRD-00955,TAL-0163,CLI-0120,Virtual zero-defect array Parade,Outdoor Multimedia Spectacle,Production Manager,2023-03-04,2023-06-07,Amsterdam,Netherlands,Completed,18,124190.69,0.9495,4.31,98.5,89.9,True,Moderate,False,,,Client Reporting|Contract Administration,Technically capable but required additional rehearsal support.
CRD-00956,TAL-0063,CLI-0134,De-engineered reciprocal Internet solution Spectacle,Outdoor Multimedia Spectacle,Drone Show Technician,2025-07-31,2025-09-06,Johannesburg,South Africa,Completed with Notes,17,52562.08,1.0,3.92,84.1,98.7,False,None,False,,,GNSS Systems|Fleet Management,High-quality contribution with positive ensemble behaviour.
CRD-00957,TAL-0486,CLI-0045,Sharable interactive initiative Experience,Large-Scale Parade,BMX Rider,2022-02-08,2022-04-17,Delhi,India,Completed,7,22214.53,0.9741,3.84,69.9,100.0,True,Minor,False,,,Height Safety|Rigging Awareness|Risk Assessment|BMX Flatland|Precision Riding|Jump Sequences,Strong rehearsal discipline and dependable show execution.
CRD-00958,TAL-0454,CLI-0127,Optimized mission-critical info-mediaries Show,Touring Arena Production,Production Coordinator,2024-03-28,2024-05-04,Buenos Aires,Argentina,Completed,176,24463.73,0.9649,3.87,83.9,96.7,False,None,False,,,Visa Coordination|Production Scheduling|Vendor Coordination|Travel Logistics|Accommodation Planning|Document Control,High-quality contribution with positive ensemble behaviour.
CRD-00959,TAL-0392,CLI-0061,Adaptive 5thgeneration monitoring Spectacle,Urban Mega-Celebration,Aerial Artist,2022-08-04,2022-12-28,Montreal,Canada,Completed,21,139090.54,0.9756,4.67,89.7,96.7,False,None,False,,,Balance Performance|High Wire,High-quality contribution with positive ensemble behaviour.
CRD-00960,TAL-0047,CLI-0115,Exclusive upward-trending hub Parade,Large-Scale Parade,Costume Technician,2026-04-14,2026-04-21,New York,United States,Completed,19,4525.24,0.9408,5.0,80.6,89.0,False,None,True,,,Fittings|Repairs|Laundry Operations,Performance met expectations with minor consistency notes.
CRD-00961,TAL-0342,CLI-0142,Advanced fresh-thinking system engine Spectacle,Large-Scale Parade,Puppeteer,2024-11-28,2025-03-20,Abu Dhabi,UAE,Completed,2,25749.87,0.8945,3.86,92.5,100.0,False,None,False,,,Backstage Coordination|Prop Handling|Aerial Timing|Large-Scale Puppetry|Emergency Procedures|Ensemble Puppetry,Strong rehearsal discipline and dependable show execution.
CRD-00962,TAL-0192,CLI-0108,Progressive content-based adapter Parade,Cultural Landmark Ceremony,Composer,2022-12-13,2023-05-29,Bangkok,Thailand,Completed,17,172036.2,1.0,4.74,94.8,94.9,False,None,False,,,Original Composition|Show Synchronization|Timecode,Reliable under pressure and recommended for future productions.
CRD-00963,TAL-0018,CLI-0096,Synergistic 24hour product Spectacle,Festival Headline Production,Vocalist,2022-12-05,2023-01-05,Montreal,Canada,Completed,15,18770.15,0.9145,3.5,80.0,98.1,False,None,False,,,Multilingual Repertoire|Vocal Endurance|Click Track,Technically capable but required additional rehearsal support.
CRD-00964,TAL-0201,CLI-0060,Upgradable dynamic definition Experience,Large-Scale Parade,Dancer,2025-02-23,2025-07-18,Melbourne,Australia,Completed,10,65685.3,0.9842,4.3,84.7,95.6,False,None,True,,,Ensemble Choreography|Live Vocals,Performance met expectations with minor consistency notes.
CRD-00965,TAL-0248,CLI-0048,Team-oriented grid-enabled function Spectacle,Cultural Landmark Ceremony,Composer,2024-09-21,2025-02-22,Melbourne,Australia,Completed,21,147716.84,0.9395,4.47,84.1,98.9,False,None,False,,,Orchestration|Creative Documentation,Adapted quickly to creative notes and technical changes.
CRD-00966,TAL-0380,CLI-0170,De-engineered bi-directional info-mediaries Experience,Resident Aquatic Show,Motorcycle Stunt Rider,2024-02-20,2024-05-30,Singapore,Singapore,Completed with Notes,39,66349.23,0.9632,4.39,74.2,100.0,False,None,True,,,Choreographed Riding|Precision Riding|Risk Assessment|Harness Familiarity|Emergency Stops,High-quality contribution with positive ensemble behaviour.
CRD-00967,TAL-0334,CLI-0076,Profit-focused optimizing function Ceremony,Urban Mega-Celebration,Tightrope Walker,2024-09-24,2025-02-20,Amsterdam,Netherlands,Completed,3,151695.57,0.9703,4.81,87.3,100.0,False,None,True,,,Harness Work|Long-Line Walking|Diving,High-quality contribution with positive ensemble behaviour.
CRD-00968,TAL-0183,CLI-0084,Down-sized asymmetric analyzer Experience,Large-Scale Parade,Parkour Artist,2022-10-08,2022-12-13,Manila,Philippines,Completed,1,45054.08,0.8937,4.55,93.2,94.9,False,None,False,,,Urban Choreography|Precision Jumps|Safety Spotting|Freerunning,Performance met expectations with minor consistency notes.
CRD-00969,TAL-0288,CLI-0083,Innovative explicit knowledgebase Spectacle,Outdoor Multimedia Spectacle,Broadcast Technician,2023-12-25,2024-04-11,Orlando,United States,Completed with Notes,15,67920.32,0.9657,4.21,100.0,100.0,False,None,False,,,Live Broadcast|Replay Systems|Cue Programming|Timecode|Weather Monitoring|Intercom Systems,Strong rehearsal discipline and dependable show execution.
CRD-00970,TAL-0355,CLI-0060,Upgradable multi-state policy Ceremony,Resident Aquatic Show,Aquatic Performer,2022-07-22,2022-08-26,Cape Town,South Africa,Cancelled,1,14847.38,1.0,2.86,94.0,100.0,False,None,False,Production,Talent withdrawal,Synchronized Swimming|Water Choreography|Wet Stage Movement|BMX Flatland|Breath Hold|Parade Performance,Reliable under pressure and recommended for future productions.
CRD-00971,TAL-0461,CLI-0143,Progressive global Internet solution Ceremony,Large-Scale Parade,Choreographer,2022-05-28,2022-07-09,Delhi,India,Completed,1,35438.07,0.9566,4.36,96.2,100.0,False,None,True,,,Large Ensemble Choreography|Parade Choreography|Aerial Choreography,Reliable under pressure and recommended for future productions.
CRD-00972,TAL-0057,CLI-0051,Synergized client-driven Graphical User Interface Spectacle,Resident Aquatic Show,Aquatic Performer,2025-12-18,2026-03-12,Abu Dhabi,UAE,Completed with Notes,38,28112.4,0.9851,4.54,86.4,87.9,False,None,False,,,Tumbling|Aquatic Rescue,Performance met expectations with minor consistency notes.
CRD-00973,TAL-0068,CLI-0083,Pre-emptive heuristic system engine Show,Festival Headline Production,Production Coordinator,2024-01-08,2024-07-12,Macau,Macau,Completed,6,161929.66,0.9718,4.07,100.0,100.0,False,None,False,,,Document Control|Vendor Coordination|Travel Logistics,Reliable under pressure and recommended for future productions.
CRD-00974,TAL-0154,CLI-0137,Ergonomic composite workforce Experience,Themed Entertainment Spectacle,Automation Technician,2024-11-16,2024-11-29,Orlando,United States,Completed,15,7725.63,0.9407,4.44,86.5,98.9,False,None,True,,,Hydraulic Integration|Fault Diagnosis|Cue Programming|Show Control,High-quality contribution with positive ensemble behaviour.
CRD-00975,TAL-0312,CLI-0159,Open-architected 3rdgeneration emulation Ceremony,Large-Scale Parade,BMX Rider,2025-09-03,2025-10-23,Singapore,Singapore,Completed,19,27880.45,0.9509,4.17,83.0,94.4,False,None,True,,,Choreographed Riding|BMX Flatland|Harness Work|Parade Performance,Adapted quickly to creative notes and technical changes.
CRD-00976,TAL-0301,CLI-0087,Face-to-face upward-trending capacity Spectacle,Resident Aquatic Show,Bungee Performer,2022-03-11,2022-07-15,Hong Kong,Hong Kong,Completed,40,63294.02,0.9501,4.28,84.7,95.6,False,None,True,,,Bungee Choreography|Height Safety|Parade Performance|Dynamic Drops|Flying Systems,Adapted quickly to creative notes and technical changes.
CRD-00977,TAL-0327,CLI-0044,Extended upward-trending adapter Show,Outdoor Multimedia Spectacle,Broadcast Technician,2023-02-11,2023-04-10,Bangkok,Thailand,Completed with Notes,14,28414.11,0.9521,4.16,88.1,93.9,False,None,True,,,Redundancy Planning|Intercom Systems,Strong rehearsal discipline and dependable show execution.
CRD-00978,TAL-0424,CLI-0140,Reverse-engineered motivating concept Show,Urban Mega-Celebration,Tightrope Walker,2025-07-03,2025-09-22,Cape Town,South Africa,Early Termination,5,80318.68,0.9717,2.89,86.6,91.9,False,None,False,Talent,Schedule conflict,Harness Work|Wind Assessment|Water Entry Technique|Long-Line Walking,Performance met expectations with minor consistency notes.
CRD-00979,TAL-0289,CLI-0126,Decentralized high-level structure Show,Resident Aquatic Show,Motorcycle Stunt Rider,2025-01-25,2025-04-13,Tokyo,Japan,Completed,32,74696.01,0.9331,4.39,91.2,85.9,False,None,True,,,Mask Performance|Protective Equipment|Ramp Jumps|Show Cueing|Risk Assessment,Performance met expectations with minor consistency notes.
CRD-00980,TAL-0428,CLI-0084,Streamlined 5thgeneration implementation Parade,Integrated Resort Show,Costume Technician,2022-12-14,2023-01-16,Jeddah,Saudi Arabia,Completed,19,20583.13,0.9841,4.14,76.5,99.2,False,None,False,,,Wardrobe Maintenance|Waterproofing,High-quality contribution with positive ensemble behaviour.
CRD-00981,TAL-0036,CLI-0125,Sharable eco-centric throughput Parade,Touring Arena Production,Musician,2023-04-29,2023-10-02,Cape Town,South Africa,Completed,141,74320.55,0.9545,4.28,80.2,98.2,False,None,True,,,Night Rehearsals|Click Track|Instrument Maintenance|Live Performance|Ensemble Performance|Sight Reading,Adapted quickly to creative notes and technical changes.
CRD-00982,TAL-0068,CLI-0065,Public-key regional application Ceremony,Touring Arena Production,Production Coordinator,2023-09-29,2023-10-22,Orlando,United States,Completed,99,24679.15,0.9454,4.39,95.6,96.9,False,None,False,,,Travel Logistics|Document Control|Vendor Coordination,Performance met expectations with minor consistency notes.
CRD-00983,TAL-0478,CLI-0157,Right-sized actuating protocol Show,Urban Mega-Celebration,Tightrope Walker,2023-05-25,2023-09-12,London,United Kingdom,Completed with Notes,5,90231.08,0.9908,4.82,78.4,100.0,False,None,True,,,High Wire|Night Rehearsals|Harness Work|Long-Line Walking|Wind Assessment|Height Rescue Familiarity,Performance met expectations with minor consistency notes.
CRD-00984,TAL-0278,CLI-0037,Customer-focused solution-oriented adapter Show,Integrated Resort Show,Costume Technician,2025-02-26,2025-05-27,Buenos Aires,Argentina,Completed,4,62888.65,0.9368,4.21,80.0,95.1,False,None,True,,,Waterproofing|Laundry Operations|Repairs,Adapted quickly to creative notes and technical changes.
CRD-00985,TAL-0295,CLI-0081,Business-focused system-worthy budgetary management Show,Resident Aquatic Show,Rigger,2025-05-15,2025-07-31,Cape Town,South Africa,Completed,140,30713.88,0.8618,4.96,92.9,97.1,False,None,False,,,Load Calculations|Laundry Operations|Quick Changes|Aerial Rigging|Inspection Documentation|Water Stage Rigging,Reliable under pressure and recommended for future productions.
CRD-00986,TAL-0476,CLI-0160,Operative leadingedge implementation Experience,Resident Aquatic Show,Aquatic Performer,2025-03-09,2025-05-13,Tokyo,Japan,Completed,16,25575.5,0.9484,4.43,79.7,97.9,False,None,True,,,Safety Protocols|Wet Stage Movement|Aquatic Rescue|Water Choreography|Breath Hold|Ensemble Timing,Reliable under pressure and recommended for future productions.
CRD-00987,TAL-0450,CLI-0022,Decentralized neutral extranet Spectacle,Opening Ceremony,Lighting Designer,2023-02-27,2023-03-10,Hong Kong,Hong Kong,Completed with Notes,18,16281.14,0.9675,4.26,84.7,100.0,False,None,False,,,Laser Integration|Architectural Lighting|Previsualization,High-quality contribution with positive ensemble behaviour.
CRD-00988,TAL-0222,CLI-0083,Phased tangible collaboration Spectacle,Festival Headline Production,Production Coordinator,2023-08-13,2024-02-06,Montreal,Canada,Completed,20,86681.74,0.9962,5.0,90.9,97.4,False,None,True,,,Visa Coordination|Risk Assessment|Budget Tracking|Production Scheduling,Performance met expectations with minor consistency notes.
CRD-00989,TAL-0403,CLI-0058,Expanded system-worthy software Show,Themed Entertainment Spectacle,Acrobatic Performer,2023-06-02,2023-08-28,New York,United States,Completed,1,28152.13,0.9532,4.09,71.9,100.0,False,None,False,,,Chinese Pole|Backstage Coordination|Ensemble Timing,Technically capable but required additional rehearsal support.
CRD-00990,TAL-0027,CLI-0085,Self-enabling 24/7 framework Spectacle,Resident Aquatic Show,Aerial Artist,2023-02-11,2023-03-15,Sydney,Australia,Completed,149,15612.97,0.983,3.98,99.7,100.0,False,None,False,,,Ensemble Performance|Click Track|Cue Precision|Aerial Straps|Aerial Conditioning,Adapted quickly to creative notes and technical changes.
CRD-00991,TAL-0015,CLI-0168,Operative stable attitude Spectacle,Resident Aquatic Show,Hydraulics Technician,2023-11-10,2024-05-06,Tokyo,Japan,Early Termination,1,86020.05,0.9525,3.53,94.8,92.0,False,None,False,Mutual,Production scope change,Cueing|Technical Documentation|Fault Diagnosis|Fixture Management|Safety Lockouts|Stage Machinery,Reliable under pressure and recommended for future productions.
CRD-00992,TAL-0488,CLI-0060,Switchable multi-state flexibility Experience,Large-Scale Parade,Parkour Artist,2023-12-04,2024-05-15,Dubai,UAE,Completed with Notes,6,75862.1,0.8898,4.61,89.8,100.0,False,None,False,,,Safety Spotting|Precision Jumps|Fall Technique|Parkour|Freerunning|Harness Familiarity,High-quality contribution with positive ensemble behaviour.
